PDCODE;SALEDATE;CLIENTCODE;QTY;UNITVAL;TOTALVAL
112;29/01/2022;069;0.3;53.83;16.149
111;29/01/2022;069;0.8;42.5;34
110;29/01/2022;069;2;37.78;75.56
097;29/01/2022;069;1.5;63.75;95.625
096;29/01/2022;069;1;39;39
080;29/01/2022;067;1;12.75;12.75
065;29/01/2022;067;1;13.6;13.6
022;29/01/2022;067;7;10.2;71.4
019;29/01/2022;067;3;10.2;30.6
002;30/01/2022;129;1;29.75;29.75
029;31/01/2022;010;3;12.75;38.25
029;31/01/2022;074;3;12.24;36.72
002;31/01/2022;010;5;28.9;144.5
012;31/01/2022;074;5;17.96;89.8
001;31/01/2022;074;2;15.6;31.2
065;31/01/2022;074;4;12.24;48.96
017;31/01/2022;074;2;11.44;22.88
015;01/02/2022;091;10;13.6;136
028;01/02/2022;091;2;13.6;27.2
095;02/02/2022;105;7;13;91
079;02/02/2022;057;2;39;78
063;02/02/2022;009;1;12.5;12.5
060;02/02/2022;057;2;12.8;25.6
060;02/02/2022;009;1;16;16
029;02/02/2022;079;1;16;16
029;02/02/2022;009;1;16;16
029;02/02/2022;057;1;12;12
025;02/02/2022;009;1;20;20
002;02/02/2022;020;15;29.75;446.25
002;02/02/2022;047;10;34;340
002;02/02/2022;054;10;34;340
002;02/02/2022;057;5;27.2;136
002;02/02/2022;016;2;29.75;59.5
002;02/02/2022;125;2;29.75;59.5
002;02/02/2022;105;1;37.5;37.5
015;02/02/2022;047;5;16;80
015;02/02/2022;009;1;16;16
013;02/02/2022;054;4;40;160
012;02/02/2022;079;1;23;23
012;02/02/2022;009;1;23;23
001;02/02/2022;079;2;21;42
001;02/02/2022;009;1;21;21
085;02/02/2022;009;1;15;15
080;02/02/2022;009;1;15;15
068;02/02/2022;009;1;12;12
068;02/02/2022;057;1;8;8
065;02/02/2022;060;3;16;48
065;02/02/2022;079;1;16;16
065;02/02/2022;009;1;16;16
065;02/02/2022;054;1;15;15
028;02/02/2022;009;1;16;16
023;02/02/2022;057;8;12;96
023;02/02/2022;009;1;15;15
022;02/02/2022;057;1;9.6;9.6
021;02/02/2022;057;2;15.2;30.4
021;02/02/2022;009;1;20;20
019;02/02/2022;079;4;12;48
019;02/02/2022;009;1;12;12
017;02/02/2022;009;2;14;28
017;02/02/2022;054;1;14;14
016;02/02/2022;009;1;15;15
016;02/02/2022;057;1;12;12
002;03/02/2022;028;8;29.75;238
002;03/02/2022;028;4;29.75;119
015;03/02/2022;028;10;13.6;136
013;03/02/2022;028;2;35;70
013;03/02/2022;028;2;35;70
095;04/02/2022;102;60;5;300
079;04/02/2022;057;1.4;39;54.6
060;04/02/2022;057;1;12.8;12.8
029;04/02/2022;084;3;13.6;40.8
029;04/02/2022;092;1;13.6;13.6
029;04/02/2022;057;1;12.8;12.8
025;04/02/2022;084;3;17;51
025;04/02/2022;057;1;16;16
002;04/02/2022;092;5;29.75;148.75
002;04/02/2022;102;5;29.75;148.75
002;04/02/2022;095;4;29.75;119
002;04/02/2022;037;3;29.75;89.25
002;04/02/2022;057;3;30;90
002;04/02/2022;084;1;29.75;29.75
018;04/02/2022;057;1;36;36
015;04/02/2022;092;4;13.6;54.4
012;04/02/2022;084;6;18.4;110.4
012;04/02/2022;092;1;19.55;19.55
001;04/02/2022;084;16;16.8;268.8
001;04/02/2022;092;1;16.8;16.8
001;04/02/2022;057;1;16.8;16.8
085;04/02/2022;095;3;12.75;38.25
065;04/02/2022;084;3;13.6;40.8
028;04/02/2022;057;1;12.8;12.8
023;04/02/2022;057;6;12;72
023;04/02/2022;095;3;12.75;38.25
023;04/02/2022;092;2;12.75;25.5
022;04/02/2022;057;1;9.6;9.6
021;04/02/2022;084;3;16.15;48.45
021;04/02/2022;057;1;16;16
019;04/02/2022;092;3;10.2;30.6
017;04/02/2022;092;1;11.9;11.9
071;07/02/2022;069;4;37.19;148.76
064;07/02/2022;069;1;39;39
002;07/02/2022;008;12;29.75;357
002;07/02/2022;089;8;29.75;238
002;07/02/2022;074;2;28.6;57.2
001;07/02/2022;074;6;16.4;98.4
110;07/02/2022;069;1.8;37.78;68.004
097;07/02/2022;069;1;71.57;71.57
096;07/02/2022;069;1;39;39
065;07/02/2022;074;4;12.9;51.6
017;07/02/2022;074;2;11.44;22.88
096;08/02/2022;130;7.5;39;292.5
096;08/02/2022;130;2.5;39;97.5
029;09/02/2022;073;14;13.6;190.4
029;09/02/2022;132;1;13.6;13.6
002;09/02/2022;125;3;29.75;89.25
002;09/02/2022;131;1;29.75;29.75
002;09/02/2022;073;1;29.75;29.75
001;09/02/2022;132;1;16.8;16.8
096;09/02/2022;131;1;39;39
023;09/02/2022;131;5;12.75;63.75
095;10/02/2022;057;2;9.6;19.2
079;10/02/2022;057;3;39;117
076;10/02/2022;057;0.1;144;14.4
029;10/02/2022;026;25;13.6;340
029;10/02/2022;057;1;12.8;12.8
002;10/02/2022;026;40;28.9;1156
002;10/02/2022;020;15;29.75;446.25
002;10/02/2022;048;5;29.75;148.75
002;10/02/2022;057;5;30;150
015;10/02/2022;057;1;12.8;12.8
114;10/02/2022;057;4;12;48
001;10/02/2022;118;1;16.8;16.8
001;10/02/2022;117;1;16.8;16.8
085;10/02/2022;057;4;12;48
080;10/02/2022;026;14;12.75;178.5
065;10/02/2022;057;1;12.8;12.8
028;10/02/2022;057;6;12.8;76.8
023;10/02/2022;026;14;12.75;178.5
023;10/02/2022;057;8;12;96
021;10/02/2022;057;1;16;16
019;10/02/2022;057;1;9.6;9.6
016;10/02/2022;057;2;12;24
079;11/02/2022;063;1;42.5;42.5
002;11/02/2022;089;7;28.9;202.3
002;11/02/2022;063;4;29.75;119
002;11/02/2022;039;2;29.75;59.5
015;11/02/2022;039;20;13.6;272
095;12/02/2022;118;5;10;50
071;12/02/2022;069;3.2;37.19;119.008
015;12/02/2022;067;2;13.6;27.2
012;12/02/2022;067;1;19.55;19.55
112;12/02/2022;069;0.6;56.66;33.996
111;12/02/2022;069;0.8;44.41;35.528
097;12/02/2022;069;0.57;71.57;40.7949
096;12/02/2022;069;1.5;39;58.5
080;12/02/2022;067;2;12.75;25.5
022;12/02/2022;067;3;10.2;30.6
002;14/02/2022;074;6;28.6;171.6
002;14/02/2022;063;5;29.75;148.75
002;14/02/2022;031;1;29.75;29.75
013;14/02/2022;074;1;32;32
001;14/02/2022;074;2;16.4;32.8
065;14/02/2022;031;1;13.6;13.6
040;14/02/2022;031;0.5;42.5;21.25
021;14/02/2022;074;2;16.4;32.8
071;15/02/2022;069;3.2;37.19;119.008
029;15/02/2022;010;3;13.6;40.8
029;15/02/2022;132;1;13.6;13.6
002;15/02/2022;010;6;29.75;178.5
112;15/02/2022;069;0.3;53.83;16.149
001;15/02/2022;132;1;16.8;16.8
109;15/02/2022;069;0.5;63.54;31.77
097;15/02/2022;069;0.76;71.57;54.3932
096;15/02/2022;130;2.5;39;97.5
096;15/02/2022;069;0.5;39;19.5
070;15/02/2022;069;1.2;39;46.8
040;15/02/2022;132;1;40;40
029;16/02/2022;073;14;13.6;190.4
002;16/02/2022;073;3;29.75;89.25
002;16/02/2022;016;2;29.75;59.5
079;17/02/2022;057;1;40;40
071;17/02/2022;069;6.4;37.19;238.016
050;17/02/2022;057;1;28;28
030;17/02/2022;069;0.66;60.35;39.831
029;17/02/2022;077;8;13.6;108.8
025;17/02/2022;051;2;20;40
002;17/02/2022;057;8;30;240
002;17/02/2022;045;3;29.75;89.25
002;17/02/2022;125;3;29.75;89.25
015;17/02/2022;051;2;16;32
114;17/02/2022;057;3;12;36
102;17/02/2022;057;1;17.6;17.6
001;17/02/2022;051;3;21;63
111;17/02/2022;069;0.4;44.41;17.764
110;17/02/2022;069;2.16;37.78;81.6048
109;17/02/2022;069;0.5;63.54;31.77
097;17/02/2022;069;1.52;71.57;108.7864
096;17/02/2022;130;3;39;117
096;17/02/2022;069;2;39;78
070;17/02/2022;069;0.9;39;35.1
068;17/02/2022;124;3;10.2;30.6
023;17/02/2022;057;8;12;96
022;17/02/2022;124;6;10.2;61.2
019;17/02/2022;124;3;10.2;30.6
079;18/02/2022;099;2;45;90
060;18/02/2022;099;4;13.6;54.4
029;18/02/2022;026;20;13.6;272
029;18/02/2022;099;4;13.6;54.4
025;18/02/2022;078;6;17;102
025;18/02/2022;022;3;17;51
002;18/02/2022;026;40;28.9;1156
002;18/02/2022;022;15;29.75;446.25
002;18/02/2022;063;5;29.75;148.75
002;18/02/2022;095;4;29.75;119
002;18/02/2022;078;2;29.75;59.5
015;18/02/2022;095;3;13.6;40.8
013;18/02/2022;078;2;35;70
013;18/02/2022;095;2;35;70
012;18/02/2022;078;5;19.55;97.75
001;18/02/2022;078;10;16.8;168
001;18/02/2022;099;6;16.8;100.8
085;18/02/2022;078;5;12.75;63.75
085;18/02/2022;095;2;12.75;25.5
080;18/02/2022;026;10;12.75;127.5
080;18/02/2022;078;5;12.75;63.75
080;18/02/2022;099;4;12.75;51
065;18/02/2022;099;4;13.6;54.4
040;18/02/2022;026;4;42.5;170
023;18/02/2022;026;10;12.75;127.5
023;18/02/2022;099;4;12.75;51
023;18/02/2022;095;2;12.75;25.5
022;18/02/2022;099;4;10.2;40.8
095;21/02/2022;084;6;11.05;66.3
060;21/02/2022;084;2;13.6;27.2
029;21/02/2022;108;5;16;80
029;21/02/2022;074;2;12.9;25.8
002;21/02/2022;054;10;29.75;297.5
002;21/02/2022;074;8;28.6;228.8
002;21/02/2022;084;2;29.75;59.5
015;21/02/2022;084;2;13.6;27.2
013;21/02/2022;054;4;34.85;139.4
012;21/02/2022;084;6;19.55;117.3
012;21/02/2022;074;2;17.96;35.92
114;21/02/2022;084;8;12.75;102
001;21/02/2022;108;15;21;315
001;21/02/2022;084;16;16.8;268.8
001;21/02/2022;074;6;16.4;98.4
085;21/02/2022;084;3;12.75;38.25
080;21/02/2022;084;3;12.75;38.25
068;21/02/2022;084;6;10;60
065;21/02/2022;108;5;16;80
065;21/02/2022;074;4;12.9;51.6
021;21/02/2022;084;3;17;51
021;21/02/2022;074;2;16.4;32.8
019;21/02/2022;084;4;10.2;40.8
017;21/02/2022;074;3;11.44;34.32
095;22/02/2022;118;5;10;50
029;22/02/2022;132;3;13.6;40.8
002;22/02/2022;013;10;29.75;297.5
002;22/02/2022;037;4;29.75;119
002;22/02/2022;127;3;29.75;89.25
002;22/02/2022;132;2;29.75;59.5
096;22/02/2022;130;3;39;117
040;22/02/2022;132;1;44.8;44.8
040;22/02/2022;132;1;29.12;29.12
095;23/02/2022;117;5;10;50
079;23/02/2022;057;2;42;84
029;23/02/2022;030;2;14.4;28.8
029;23/02/2022;047;2;16;32
029;23/02/2022;057;1;12.8;12.8
002;23/02/2022;047;10;35;350
002;23/02/2022;063;10;29.75;297.5
002;23/02/2022;089;8;29.75;238
002;23/02/2022;057;7;30;210
002;23/02/2022;016;3;29.75;89.25
002;23/02/2022;011;3;29.75;89.25
002;23/02/2022;062;2;29.75;59.5
002;23/02/2022;118;1;29.75;29.75
015;23/02/2022;047;10;16;160
015;23/02/2022;030;2;14.4;28.8
013;23/02/2022;089;1;35;35
001;23/02/2022;030;2;18.9;37.8
001;23/02/2022;057;2;16.8;33.6
065;23/02/2022;060;5;24;120
023;23/02/2022;030;3;13.5;40.5
022;23/02/2022;057;2;9.6;19.2
017;23/02/2022;030;2;12.6;25.2
016;23/02/2022;057;3;12;36
095;25/02/2022;102;30;10;300
095;25/02/2022;118;5;10;50
079;25/02/2022;044;6;45;270
029;25/02/2022;026;30;13.6;408
029;25/02/2022;010;4;13.6;54.4
002;25/02/2022;026;40;28.9;1156
002;25/02/2022;044;12;29.75;357
002;25/02/2022;028;10;29.75;297.5
002;25/02/2022;107;6;29.75;178.5
002;25/02/2022;102;5;29.75;148.75
002;25/02/2022;010;4;29.75;119
002;25/02/2022;083;3;29.75;89.25
015;25/02/2022;028;10;13.6;136
013;25/02/2022;028;4;35;140
001;25/02/2022;118;1;16.8;16.8
071;26/02/2022;069;4.8;37.19;178.512
002;26/02/2022;016;2;29.75;59.5
112;26/02/2022;069;0.3;56.67;17.001
111;26/02/2022;069;0.8;44.41;35.528
110;26/02/2022;069;1.8;37.78;68.004
097;26/02/2022;069;1;71.57;71.57
096;26/02/2022;069;2;39;78
070;26/02/2022;069;1.2;39;46.8
095;04/03/2022;110;50;12;600
079;04/03/2022;073;1;42.5;42.5
060;04/03/2022;052;1;13.6;13.6
029;04/03/2022;073;9;13.6;122.4
029;04/03/2022;135;1;1;1
029;04/03/2022;134;1;1;1
025;04/03/2022;052;1;17;17
002;04/03/2022;020;16;29.75;476
002;04/03/2022;089;10;29.75;297.5
002;04/03/2022;013;10;29.75;297.5
002;04/03/2022;052;5;29.75;148.75
002;04/03/2022;030;3;29.75;89.25
002;04/03/2022;045;1;29.75;29.75
015;04/03/2022;030;2;13.6;27.2
015;04/03/2022;052;2;13.6;27.2
015;04/03/2022;134;1;1;1
015;04/03/2022;135;1;1;1
012;04/03/2022;052;1;19.55;19.55
114;04/03/2022;052;4;12.75;51
001;04/03/2022;052;1;16.8;16.8
001;04/03/2022;135;1;1;1
001;04/03/2022;134;1;1;1
065;04/03/2022;052;1;17.85;17.85
065;04/03/2022;135;1;1;1
028;04/03/2022;134;1;1;1
023;04/03/2022;030;2;12.75;25.5
023;04/03/2022;052;1;12.75;12.75
023;04/03/2022;134;1;1;1
023;04/03/2022;135;1;1;1
022;04/03/2022;052;1;10.2;10.2
019;04/03/2022;052;3;10.2;30.6
017;04/03/2022;030;2;11.9;23.8
017;04/03/2022;052;1;11.9;11.9
071;05/03/2022;069;4.8;37.19;178.512
030;05/03/2022;069;1.1;60.35;66.385
029;05/03/2022;065;2;13.6;27.2
012;05/03/2022;065;1;19.55;19.55
112;05/03/2022;069;0.3;53.83;16.149
001;05/03/2022;065;4;16.8;67.2
111;05/03/2022;069;0.4;44.41;17.764
109;05/03/2022;069;0.5;63.54;31.77
097;05/03/2022;069;1.5;71.57;107.355
070;05/03/2022;069;1.5;39;58.5
002;07/03/2022;008;5;29.75;148.75
027;07/03/2022;008;1;33.15;33.15
029;08/03/2022;132;1;13.6;13.6
025;08/03/2022;084;3;17;51
025;08/03/2022;074;3;16.32;48.96
002;08/03/2022;074;3;28.6;85.8
002;08/03/2022;084;2;29.75;59.5
015;08/03/2022;084;3;13.6;40.8
013;08/03/2022;074;2;32;64
122;08/03/2022;132;0.235;50;11.75
122;08/03/2022;132;0.235;50;11.75
012;08/03/2022;084;4;19.55;78.2
012;08/03/2022;074;3;17.96;53.88
114;08/03/2022;132;4;12.75;51
001;08/03/2022;084;18;16.8;302.4
001;08/03/2022;074;4;16.4;65.6
001;08/03/2022;132;3;16.8;50.4
065;08/03/2022;074;2;12.9;25.8
023;08/03/2022;084;3;12.75;38.25
021;08/03/2022;084;2;17;34
017;08/03/2022;074;2;11.44;22.88
002;09/03/2022;054;12;29.75;357
002;09/03/2022;136;6;29.75;178.5
002;09/03/2022;083;6;29.75;178.5
013;09/03/2022;054;6;34.85;209.1
096;09/03/2022;130;3.5;39;136.5
095;10/03/2022;057;1;9.6;9.6
093;10/03/2022;057;1;9.52;9.52
079;10/03/2022;057;3;42;126
079;10/03/2022;063;1;45;45
058;10/03/2022;057;1;36;36
002;10/03/2022;057;7;30;210
002;10/03/2022;125;3;29.75;89.25
018;10/03/2022;057;1;36;36
122;10/03/2022;057;0.2;49;9.8
012;10/03/2022;057;2;18.4;36.8
001;10/03/2022;057;2;16.8;33.6
068;10/03/2022;124;6;10.2;61.2
065;10/03/2022;057;1;12.8;12.8
019;10/03/2022;124;6;10.2;61.2
019;10/03/2022;057;1;9.6;9.6
017;10/03/2022;057;1;11.2;11.2
003;10/03/2022;057;1;28;28
079;11/03/2022;099;2;45;90
029;11/03/2022;026;20;13.6;272
002;11/03/2022;026;60;28.9;1734
002;11/03/2022;022;15;29.75;446.25
002;11/03/2022;031;3;29.75;89.25
015;11/03/2022;099;4;13.6;54.4
123;11/03/2022;022;9;38.92;350.28
122;11/03/2022;099;2;42.5;85
001;11/03/2022;099;8;16.8;134.4
096;11/03/2022;130;5;39;195
080;11/03/2022;099;4;12.75;51
065;11/03/2022;031;1;17.85;17.85
028;11/03/2022;099;4;13.6;54.4
023;11/03/2022;026;30;12.75;382.5
023;11/03/2022;099;4;12.75;51
095;14/03/2022;091;1;10;10
071;14/03/2022;069;4.8;37.19;178.512
029;14/03/2022;132;2;13.6;27.2
029;14/03/2022;033;1;13.6;13.6
002;14/03/2022;033;4;29.75;119
002;14/03/2022;016;2;29.75;59.5
002;14/03/2022;095;2;29.75;59.5
015;14/03/2022;091;12;13.6;163.2
015;14/03/2022;074;3;13.08;39.24
015;14/03/2022;095;2;13.6;27.2
013;14/03/2022;095;1;34.85;34.85
013;14/03/2022;091;1;35;35
013;14/03/2022;033;1;34.85;34.85
112;14/03/2022;069;0.3;56.66;16.998
001;14/03/2022;132;2;16.8;33.6
001;14/03/2022;074;2;16.4;32.8
110;14/03/2022;069;1.08;37.78;40.8024
097;14/03/2022;069;1.5;71.57;107.355
096;14/03/2022;069;1;39;39
085;14/03/2022;095;3;12.75;38.25
080;14/03/2022;091;1;12.75;12.75
028;14/03/2022;091;1;13.6;13.6
023;14/03/2022;095;2;12.75;25.5
021;14/03/2022;074;4;16.4;65.6
002;15/03/2022;008;5;29.75;148.75
002;15/03/2022;037;4;29.75;119
002;15/03/2022;010;4;29.75;119
002;15/03/2022;127;3;29.75;89.25
027;15/03/2022;008;1;50;50
095;16/03/2022;117;5;10;50
029;16/03/2022;123;4;13.6;54.4
002;16/03/2022;020;20;29.75;595
002;16/03/2022;047;15;35;525
002;16/03/2022;019;8;29.75;238
002;16/03/2022;030;4;29.75;119
002;16/03/2022;123;3;29.75;89.25
002;16/03/2022;131;2;29.75;59.5
015;16/03/2022;131;1;13.6;13.6
015;16/03/2022;123;1;13.6;13.6
013;16/03/2022;131;1;35;35
012;16/03/2022;123;3;19.55;58.65
001;16/03/2022;123;3;16.8;50.4
001;16/03/2022;117;1;16.8;16.8
096;16/03/2022;131;1;39;39
065;16/03/2022;123;3;19.55;58.65
023;16/03/2022;131;3;12.75;38.25
023;16/03/2022;123;1;12.75;12.75
021;16/03/2022;123;4;17;68
019;16/03/2022;123;6;10.2;61.2
017;16/03/2022;123;1;11.9;11.9
095;17/03/2022;057;1;9.6;9.6
079;17/03/2022;057;2;42;84
079;17/03/2022;073;1;45;45
029;17/03/2022;073;14;13.6;190.4
002;17/03/2022;086;5;29.75;148.75
002;17/03/2022;057;4;30;120
002;17/03/2022;132;1;29.75;29.75
015;17/03/2022;086;5;13.6;68
114;17/03/2022;057;1;12;12
001;17/03/2022;057;1;16.8;16.8
040;17/03/2022;132;1;40.96;40.96
021;17/03/2022;132;1;17;17
017;17/03/2022;057;1;11.2;11.2
002;18/03/2022;089;7;29.75;208.25
079;19/03/2022;063;2;45;90
004;19/03/2022;091;3;38.25;114.75
002;19/03/2022;063;10;29.75;297.5
002;19/03/2022;013;10;29.75;297.5
002;19/03/2022;045;2;29.75;59.5
018;19/03/2022;091;1;38.25;38.25
122;19/03/2022;013;1.545;42.5;65.6625
071;21/03/2022;069;4.8;37.19;178.512
002;21/03/2022;008;5;29.75;148.75
111;21/03/2022;069;0.4;44.41;17.764
110;21/03/2022;069;1.08;37.78;40.8024
097;21/03/2022;069;0.855;71.57;61.19235
096;21/03/2022;069;0.5;39;19.5
027;21/03/2022;008;1;50;50
029;22/03/2022;010;4;13.6;54.4
029;22/03/2022;074;2;12.9;25.8
025;22/03/2022;084;2;17;34
002;22/03/2022;034;6;29.75;178.5
002;22/03/2022;010;5;29.75;148.75
002;22/03/2022;084;2;29.75;59.5
015;22/03/2022;084;3;13.6;40.8
015;22/03/2022;074;2;13.08;26.16
015;22/03/2022;034;1;13.6;13.6
013;22/03/2022;034;1;35;35
012;22/03/2022;074;4;17.96;71.84
001;22/03/2022;084;20;16.8;336
001;22/03/2022;074;4;16.4;65.6
096;22/03/2022;130;5;39;195
085;22/03/2022;034;3;12.75;38.25
023;22/03/2022;084;3;12.75;38.25
023;22/03/2022;034;2;12.75;25.5
021;22/03/2022;084;4;17;68
017;22/03/2022;074;2;11.44;22.88
029;23/03/2022;026;20;13.6;272
029;23/03/2022;132;3;13.6;40.8
002;23/03/2022;026;8;28.9;231.2
002;23/03/2022;132;3;29.75;89.25
002;23/03/2022;016;2;29.75;59.5
002;23/03/2022;125;2;29.75;59.5
122;23/03/2022;132;0.4;50;20
122;23/03/2022;132;0.2;50;10
114;23/03/2022;132;0.63;25.5;16.065
114;23/03/2022;132;1;14.79;14.79
114;23/03/2022;132;1;13.89;13.89
001;23/03/2022;132;1;16.8;16.8
094;23/03/2022;132;1;12.75;12.75
085;23/03/2022;026;6;12.75;76.5
040;23/03/2022;132;1;38.72;38.72
040;23/03/2022;132;1;30.88;30.88
040;23/03/2022;132;1;25.92;25.92
023;23/03/2022;026;7;12.75;89.25
095;24/03/2022;057;3;10.4;31.2
079;24/03/2022;057;1;45;45
004;24/03/2022;057;1;36;36
029;24/03/2022;057;1;12.8;12.8
002;24/03/2022;057;5;30;150
122;24/03/2022;057;1;19.6;19.6
114;24/03/2022;057;1;24.84;24.84
001;24/03/2022;057;2;16.8;33.6
085;24/03/2022;057;3;12;36
028;24/03/2022;057;3;12.8;38.4
023;24/03/2022;057;6;12;72
019;24/03/2022;057;1;9.6;9.6
079;25/03/2022;137;2;55;110
071;25/03/2022;069;4.8;37.19;178.512
058;25/03/2022;137;1;45;45
029;25/03/2022;137;1;16;16
002;25/03/2022;020;15;29.75;446.25
002;25/03/2022;104;12;29.75;357
002;25/03/2022;063;10;29.75;297.5
002;25/03/2022;028;4;29.75;119
002;25/03/2022;089;3;29.75;89.25
002;25/03/2022;031;2;29.75;59.5
002;25/03/2022;137;1;37.5;37.5
015;25/03/2022;028;15;13.6;204
015;25/03/2022;137;1;16;16
013;25/03/2022;028;2;35;70
013;25/03/2022;089;2;35;70
012;25/03/2022;137;1;23;23
114;25/03/2022;031;1;13.38;13.38
112;25/03/2022;069;0.3;56.67;17.001
001;25/03/2022;137;1;21;21
111;25/03/2022;069;0.4;44.41;17.764
110;25/03/2022;069;1.08;37.78;40.8024
109;25/03/2022;069;0.5;63.54;31.77
097;25/03/2022;031;1.5873;71.57;113.603061
097;25/03/2022;069;1.196;71.57;85.59772
096;25/03/2022;069;2;39;78
080;25/03/2022;137;1;15;15
040;25/03/2022;069;1;33.9;33.9
023;25/03/2022;137;1;15;15
095;28/03/2022;067;6;10;60
095;28/03/2022;138;3;5;15
029;28/03/2022;138;2;5;10
025;28/03/2022;067;3;17;51
025;28/03/2022;138;2;8;16
002;28/03/2022;008;7;29.75;208.25
002;28/03/2022;097;1;98.7;98.7
015;28/03/2022;138;2;5;10
122;28/03/2022;067;0.81;42.5;34.425
114;28/03/2022;067;1;38.48;38.48
001;28/03/2022;139;3;16.8;50.4
001;28/03/2022;138;2;5;10
085;28/03/2022;139;3;12.75;38.25
085;28/03/2022;138;2;5;10
080;28/03/2022;139;3;12.75;38.25
080;28/03/2022;067;2;12.75;25.5
065;28/03/2022;138;4;5;20
040;28/03/2022;138;3;5;15
027;28/03/2022;008;1;50;50
023;28/03/2022;139;3;12.75;38.25
023;28/03/2022;138;2;5;10
022;28/03/2022;067;4;10.2;40.8
021;28/03/2022;067;3;17;51
019;28/03/2022;067;2;10.2;20.4
017;28/03/2022;138;2;7;14
016;28/03/2022;139;3;12.75;38.25
016;28/03/2022;067;1;12.75;12.75
029;29/03/2022;132;4;13.6;54.4
002;29/03/2022;026;60;28.9;1734
002;29/03/2022;132;3;29.75;89.25
122;29/03/2022;132;0.546;42.5;23.205
114;29/03/2022;132;1;37.28;37.28
085;29/03/2022;026;20;12.75;255
040;29/03/2022;132;0.712;160;113.92
002;30/03/2022;016;2;29.75;59.5
002;30/03/2022;125;2;29.75;59.5
079;31/03/2022;063;1;48;48
071;31/03/2022;069;3.2;37.19;119.008
030;31/03/2022;069;1.125;60.35;67.89375
029;31/03/2022;063;6;13.6;81.6
029;31/03/2022;010;2;13.6;27.2
002;31/03/2022;063;10;29.75;297.5
002;31/03/2022;020;10;29.75;297.5
002;31/03/2022;033;5;29.75;148.75
002;31/03/2022;010;5;29.75;148.75
002;31/03/2022;045;3;29.75;89.25
002;31/03/2022;062;2;29.75;59.5
002;31/03/2022;048;2;29.75;59.5
002;31/03/2022;140;1;29.75;29.75
114;31/03/2022;045;5.015;25.5;127.8825
001;31/03/2022;124;1;16.8;16.8
111;31/03/2022;069;0.8;44.41;35.528
068;31/03/2022;124;3;10.2;30.6
040;31/03/2022;033;1;16;16
022;31/03/2022;124;3;10.2;30.6
019;31/03/2022;124;6;10.2;61.2
095;01/04/2022;102;30;11.05;331.5
025;01/04/2022;142;10;17;170
002;01/04/2022;142;5;29.75;148.75
013;01/04/2022;142;5;35;175
012;01/04/2022;142;8;19.55;156.4
001;01/04/2022;142;12;16.8;201.6
125;01/04/2022;141;0.3;85;25.5
097;01/04/2022;141;0.315;71.4;22.491
071;04/04/2022;069;4.8;37.19;178.512
029;04/04/2022;073;9;13.6;122.4
029;04/04/2022;057;10;12.8;128
025;04/04/2022;074;4;16.32;65.28
002;04/04/2022;054;12;29.75;357
002;04/04/2022;089;7;29.75;208.25
002;04/04/2022;008;6;29.75;178.5
002;04/04/2022;073;2;29.75;59.5
002;04/04/2022;135;2;30;60
002;04/04/2022;054;5;3;15
015;04/04/2022;054;15;2;30
013;04/04/2022;054;3;34.85;104.55
112;04/04/2022;069;0.3;56.67;17.001
001;04/04/2022;057;10;16.8;168
001;04/04/2022;074;4;16.4;65.6
109;04/04/2022;069;0.5;63.54;31.77
097;04/04/2022;057;2.295;67.2;154.224
097;04/04/2022;069;1.5;71.4;107.1
097;04/04/2022;074;1.23;71.4;87.822
096;04/04/2022;069;1;39;39
070;04/04/2022;069;1.2;39;46.8
040;04/04/2022;069;0.26;160;41.6
027;04/04/2022;008;2;25;50
095;05/04/2022;118;5;10;50
002;05/04/2022;047;5;34;170
002;05/04/2022;037;4;29.75;119
002;05/04/2022;105;2;37.5;75
002;05/04/2022;131;1;29.75;29.75
015;05/04/2022;047;15;16;240
015;05/04/2022;131;1;13.6;13.6
013;05/04/2022;131;1;35;35
001;05/04/2022;118;1;16.8;16.8
097;05/04/2022;060;2.145;84;180.18
096;05/04/2022;130;5;39;195
096;05/04/2022;131;1;39;39
040;05/04/2022;060;0.112;200;22.4
023;05/04/2022;131;3;12.75;38.25
029;06/04/2022;010;4;13.6;54.4
002;06/04/2022;010;5;29.75;148.75
002;06/04/2022;125;3;29.75;89.25
002;06/04/2022;016;2;29.75;59.5
122;06/04/2022;045;3.507;42.5;149.0475
114;06/04/2022;045;5.342;25.5;136.221
071;07/04/2022;069;3.2;37.19;119.008
002;07/04/2022;020;15;29.75;446.25
002;07/04/2022;008;12;29.75;357
002;07/04/2022;136;8;29.75;238
111;07/04/2022;069;0.4;44.41;17.764
110;07/04/2022;069;1.08;37.78;40.8024
097;07/04/2022;069;0.983;71.4;70.1862
027;07/04/2022;008;3;25;75
095;08/04/2022;114;5;10;50
029;08/04/2022;026;30;13.6;408
002;08/04/2022;026;40;28.9;1156
122;08/04/2022;142;2.993;42.5;127.2025
114;08/04/2022;142;3.096;25.5;78.948
001;08/04/2022;099;8;16.8;134.4
097;08/04/2022;099;0.921;71.4;65.7594
075;08/04/2022;142;2;25.42;50.84
040;08/04/2022;142;0.225;160;36
023;08/04/2022;099;6;12.75;76.5
017;08/04/2022;099;8;11.9;95.2
095;11/04/2022;057;4;10.4;41.6
095;11/04/2022;084;3;11.05;33.15
095;11/04/2022;057;2;10.4;20.8
079;11/04/2022;057;1.2;45;54
079;11/04/2022;057;1;45;45
